PRAGMA foreign_keys=OFF;
BEGIN TRANSACTION;
CREATE TABLE IF NOT EXISTS "light" (
	"id" INTEGER PRIMARY KEY,
	"name" TEXT,
	"r" REAL DEFAULT(1.0),
	"g" REAL DEFAULT(1.0),
	"b" REAL DEFAULT(1.0),
	"radius" REAL DEFAULT(1.0)
);
INSERT INTO light VALUES(1,'tiny white',1.0,1.0,1.0,1.0);
INSERT INTO light VALUES(2,'small white',1.0,1.0,1.0,2.0);
INSERT INTO light VALUES(3,'small white',1.0,1.0,1.0,3.0);
INSERT INTO light VALUES(4,'small white',1.0,1.0,1.0,4.0);
INSERT INTO light VALUES(5,'medium white',1.0,1.0,1.0,5.0);
INSERT INTO light VALUES(6,'medium white',1.0,1.0,1.0,6.0);
INSERT INTO light VALUES(7,'medium white',1.0,1.0,1.0,7.0);
INSERT INTO light VALUES(8,'large white',1.0,1.0,1.0,8.0);
INSERT INTO light VALUES(9,'large white',1.0,1.0,1.0,9.0);
INSERT INTO light VALUES(10,'large white',1.0,1.0,1.0,10.0);
INSERT INTO light VALUES(11,'tiny dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,1.0);
INSERT INTO light VALUES(12,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,2.0);
INSERT INTO light VALUES(13,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,3.0);
INSERT INTO light VALUES(14,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,4.0);
INSERT INTO light VALUES(15,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,5.0);
INSERT INTO light VALUES(16,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,6.0);
INSERT INTO light VALUES(17,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,7.0);
INSERT INTO light VALUES(18,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,8.0);
INSERT INTO light VALUES(19,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,9.0);
INSERT INTO light VALUES(20,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,10.0);
INSERT INTO light VALUES(21,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,2.0);
INSERT INTO light VALUES(22,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,3.0);
INSERT INTO light VALUES(23,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,4.0);
INSERT INTO light VALUES(24,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,5.0);
INSERT INTO light VALUES(25,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,6.0);
INSERT INTO light VALUES(26,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,7.0);
INSERT INTO light VALUES(27,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,8.0);
INSERT INTO light VALUES(28,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,9.0);
INSERT INTO light VALUES(29,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,10.0);
INSERT INTO light VALUES(30,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,11.0);
INSERT INTO light VALUES(31,'tiny dim red',1.0,0.29999999999999998889,0.29999999999999998889,1.0);
INSERT INTO light VALUES(32,'small dim red',1.0,0.29999999999999998889,0.29999999999999998889,2.0);
INSERT INTO light VALUES(33,'small dim red',1.0,0.29999999999999998889,0.29999999999999998889,3.0);
INSERT INTO light VALUES(34,'red',1.0,0.29999999999999998889,0.29999999999999998889,4.0);
INSERT INTO light VALUES(35,'red',1.0,0.29999999999999998889,0.29999999999999998889,5.0);
INSERT INTO light VALUES(36,'red',1.0,0.29999999999999998889,0.29999999999999998889,6.0);
INSERT INTO light VALUES(37,'red',1.0,0.29999999999999998889,0.29999999999999998889,7.0);
INSERT INTO light VALUES(38,'red',1.0,0.29999999999999998889,0.29999999999999998889,8.0);
INSERT INTO light VALUES(39,'red',1.0,0.29999999999999998889,0.29999999999999998889,9.0);
INSERT INTO light VALUES(40,'red',1.0,0.29999999999999998889,0.29999999999999998889,10.0);
INSERT INTO light VALUES(41,'green',0.29999999999999998889,1.0,0.29999999999999998889,1.0);
INSERT INTO light VALUES(42,'green',0.29999999999999998889,1.0,0.29999999999999998889,2.0);
INSERT INTO light VALUES(43,'green',0.29999999999999998889,1.0,0.29999999999999998889,3.0);
INSERT INTO light VALUES(44,'green',0.29999999999999998889,1.0,0.29999999999999998889,4.0);
INSERT INTO light VALUES(45,'green',0.29999999999999998889,1.0,0.29999999999999998889,5.0);
INSERT INTO light VALUES(46,'green',0.29999999999999998889,1.0,0.29999999999999998889,6.0);
INSERT INTO light VALUES(47,'green',0.29999999999999998889,1.0,0.29999999999999998889,7.0);
INSERT INTO light VALUES(48,'green',0.29999999999999998889,1.0,0.29999999999999998889,8.0);
INSERT INTO light VALUES(49,'green',0.29999999999999998889,1.0,0.29999999999999998889,9.0);
INSERT INTO light VALUES(50,'green',0.29999999999999998889,1.0,0.29999999999999998889,10.0);
CREATE TABLE IF NOT EXISTS "damagetype" (
	"id" INTEGER PRIMARY KEY,
	"name" TEXT
, "color" TEXT);
INSERT INTO buildskill VALUES(80,42,40,5);
INSERT INTO buildskill VALUES(81,5,14,1);
CREATE TABLE IF NOT EXISTS "builditem" (
	"id" INTEGER PRIMARY KEY,
	"build_id" INTEGER DEFAULT(0) REFERENCES build(id) ON DELETE CASCADE,
	"item_id" INTEGER DEFAULT(0) REFERENCES item(id) ON DELETE CASCADE,
	"count" INTEGER DEFAULT(1)
);
INSERT INTO builditem VALUES(1,1,100,1);
INSERT INTO builditem VALUES(2,2,101,1);
INSERT INTO builditem VALUES(3,3,111,1);
INSERT INTO builditem VALUES(4,4,118,2);
INSERT INTO builditem VALUES(5,3,104,1);
INSERT INTO builditem VALUES(6,2,104,1);
INSERT INTO builditem VALUES(7,1,105,1);
INSERT INTO builditem VALUES(8,1,106,1);
INSERT INTO builditem VALUES(9,5,102,1);
INSERT INTO builditem VALUES(10,5,107,1);
INSERT INTO builditem VALUES(11,5,113,1);
INSERT INTO builditem VALUES(12,1,108,3);
INSERT INTO builditem VALUES(13,2,109,2);
INSERT INTO builditem VALUES(14,3,270,2);
INSERT INTO builditem VALUES(15,3,109,2);
INSERT INTO builditem VALUES(16,5,108,2);
INSERT INTO builditem VALUES(17,4,133,5);
INSERT INTO builditem VALUES(18,2,136,1);
INSERT INTO builditem VALUES(19,4,143,1);
INSERT INTO builditem VALUES(20,3,148,1);
INSERT INTO builditem VALUES(21,4,160,1);
INSERT INTO builditem VALUES(28,33,248,2);
INSERT INTO builditem VALUES(35,6,212,1);
INSERT INTO builditem VALUES(36,6,104,1);
INSERT INTO builditem VALUES(37,6,109,3);
INSERT INTO builditem VALUES(38,8,103,1);
INSERT INTO builditem VALUES(39,8,156,3);
INSERT INTO builditem VALUES(40,8,204,1);
INSERT INTO builditem VALUES(41,8,143,1);
INSERT INTO builditem VALUES(42,8,160,1);
INSERT INTO builditem VALUES(43,8,218,1);
INSERT INTO builditem VALUES(44,9,105,1);
INSERT INTO builditem VALUES(45,9,221,10);
INSERT INTO builditem VALUES(46,40,233,5);
INSERT INTO builditem VALUES(61,43,131,1);
INSERT INTO builditem VALUES(62,43,131,1);
INSERT INTO builditem VALUES(63,10,103,1);
INSERT INTO builditem VALUES(64,10,136,1);
INSERT INTO builditem VALUES(65,10,104,1);
INSERT INTO builditem VALUES(67,45,247,5);
INSERT INTO builditem VALUES(68,45,192,200);
INSERT INTO builditem VALUES(69,45,150,2);
INSERT INTO builditem VALUES(70,46,233,10);
INSERT INTO builditem VALUES(73,10,237,1);
INSERT INTO builditem VALUES(75,11,117,1);
INSERT INTO builditem VALUES(76,11,160,1);
INSERT INTO builditem VALUES(77,12,158,1);
INSERT INTO builditem VALUES(78,12,104,1);
INSERT INTO builditem VALUES(79,12,136,1);
INSERT INTO builditem VALUES(80,12,109,3);
INSERT INTO builditem VALUES(81,11,145,1);
CREATE TABLE IF NOT EXISTS "buildactionbar" (
	"id" INTEGER PRIMARY KEY,
	"build_id" INTEGER DEFAULT(0) REFERENCES build(id) ON DELETE CASCADE,
	"item_id" INTEGER DEFAULT(0) REFERENCES item(id) ON DELETE CASCADE,
	"slot" INTEGER
);
INSERT INTO buildactionbar VALUES(1,1,1,0);
INSERT INTO buildactionbar VALUES(3,3,1,0);
INSERT INTO buildactionbar VALUES(4,4,10,0);
INSERT INTO buildactionbar VALUES(5,20,51,0);
INSERT INTO buildactionbar VALUES(6,2,3,0);
INSERT INTO buildactionbar VALUES(7,3,18,1);
INSERT INTO buildactionbar VALUES(8,1,5,3);
INSERT INTO buildactionbar VALUES(9,2,6,3);
INSERT INTO buildactionbar VALUES(10,5,1,0);
INSERT INTO buildactionbar VALUES(11,5,7,1);
INSERT INTO buildactionbar VALUES(12,1,108,10);
INSERT INTO buildactionbar VALUES(13,2,109,10);
INSERT INTO buildactionbar VALUES(14,3,270,10);
INSERT INTO buildactionbar VALUES(16,5,108,10);
INSERT INTO buildactionbar VALUES(17,21,52,0);
INSERT INTO buildactionbar VALUES(18,22,53,0);
INSERT INTO buildactionbar VALUES(19,23,53,0);
INSERT INTO buildactionbar VALUES(20,23,54,1);
INSERT INTO buildactionbar VALUES(21,4,133,10);
INSERT INTO buildactionbar VALUES(22,4,12,1);
INSERT INTO buildactionbar VALUES(23,24,55,0);
INSERT INTO buildactionbar VALUES(24,25,56,0);
INSERT INTO buildactionbar VALUES(25,26,61,0);
INSERT INTO buildactionbar VALUES(26,26,57,1);
INSERT INTO buildactionbar VALUES(27,4,2,2);
INSERT INTO buildactionbar VALUES(28,27,51,0);
INSERT INTO buildactionbar VALUES(29,27,9,1);
INSERT INTO buildactionbar VALUES(30,27,56,2);
INSERT INTO buildactionbar VALUES(31,28,58,0);
INSERT INTO buildactionbar VALUES(32,29,63,0);
INSERT INTO buildactionbar VALUES(33,30,61,0);
INSERT INTO buildactionbar VALUES(34,31,59,0);
INSERT INTO buildactionbar VALUES(35,32,60,0);
INSERT INTO buildactionbar VALUES(36,33,62,0);
INSERT INTO buildactionbar VALUES(37,33,17,1);
INSERT INTO buildactionbar VALUES(38,33,248,10);
INSERT INTO buildactionbar VALUES(39,34,64,0);
INSERT INTO buildactionbar VALUES(40,34,4,1);
INSERT INTO buildactionbar VALUES(41,35,62,0);
INSERT INTO buildactionbar VALUES(42,36,64,0);
INSERT INTO buildactionbar VALUES(43,37,65,0);
INSERT INTO buildactionbar VALUES(44,6,1,0);
INSERT INTO buildactionbar VALUES(45,6,22,1);
INSERT INTO buildactionbar VALUES(46,6,21,2);
INSERT INTO buildactionbar VALUES(47,6,109,10);
INSERT INTO buildactionbar VALUES(48,7,1,0);
INSERT INTO buildactionbar VALUES(49,8,1,0);
INSERT INTO buildactionbar VALUES(50,8,156,10);
INSERT INTO buildactionbar VALUES(51,8,24,1);
INSERT INTO buildactionbar VALUES(52,8,11,3);
INSERT INTO buildactionbar VALUES(53,38,51,0);
INSERT INTO buildactionbar VALUES(54,39,51,0);
INSERT INTO buildactionbar VALUES(55,39,12,1);
INSERT INTO buildactionbar VALUES(56,39,2,2);
INSERT INTO buildactionbar VALUES(57,9,1,0);
INSERT INTO buildactionbar VALUES(58,40,51,0);
INSERT INTO buildactionbar VALUES(59,40,233,10);
INSERT INTO buildactionbar VALUES(60,41,66,0);
INSERT INTO buildactionbar VALUES(61,42,64,0);
INSERT INTO buildactionbar VALUES(62,42,21,1);
INSERT INTO buildactionbar VALUES(63,42,30,2);
INSERT INTO buildactionbar VALUES(64,42,44,3);
INSERT INTO buildactionbar VALUES(65,43,51,0);
INSERT INTO buildactionbar VALUES(66,43,28,1);
INSERT INTO buildactionbar VALUES(67,44,61,0);
INSERT INTO buildactionbar VALUES(68,10,1,0);
INSERT INTO buildactionbar VALUES(69,10,45,1);
INSERT INTO buildactionbar VALUES(71,45,10,0);
INSERT INTO buildactionbar VALUES(72,45,247,10);
INSERT INTO buildactionbar VALUES(73,45,192,11);
INSERT INTO buildactionbar VALUES(74,45,11,3);
INSERT INTO buildactionbar VALUES(75,46,66,0);
INSERT INTO buildactionbar VALUES(76,46,233,10);
INSERT INTO buildactionbar VALUES(77,46,31,3);
INSERT INTO buildactionbar VALUES(78,10,39,2);
INSERT INTO buildactionbar VALUES(79,47,51,0);
INSERT INTO buildactionbar VALUES(80,47,9,1);
INSERT INTO buildactionbar VALUES(81,47,30,2);
INSERT INTO buildactionbar VALUES(82,47,41,3);
INSERT INTO buildactionbar VALUES(83,47,22,4);
INSERT INTO buildactionbar VALUES(84,10,237,10);
INSERT INTO buildactionbar VALUES(85,11,23,0);
INSERT INTO buildactionbar VALUES(86,11,35,3);
INSERT INTO buildactionbar VALUES(87,47,44,5);
INSERT INTO buildactionbar VALUES(88,42,22,4);
INSERT INTO buildactionbar VALUES(89,12,19,0);
INSERT INTO buildactionbar VALUES(90,12,29,1);
INSERT INTO buildactionbar VALUES(91,12,26,2);
INSERT INTO buildactionbar VALUES(92,12,109,10);
INSERT INTO buildactionbar VALUES(93,33,36,3);
INSERT INTO buildactionbar VALUES(94,42,40,5);
INSERT INTO buildactionbar VALUES(95,5,14,2);
CREATE TABLE IF NOT EXISTS "item" (
	"id" INTEGER PRIMARY KEY,
	"itemtype_id" INTEGER DEFAULT(0) REFERENCES itemtype(id) ON DELETE CASCADE,
	"damagetype_id" INTEGER DEFAULT(0) REFERENCES damagetype(id) ON DELETE CASCADE,
	"target_id" INTEGER DEFAULT(0) REFERENCES target(id) ON DELETE CASCADE,
	"scope_id" INTEGER DEFAULT(0) REFERENCES scope(id) ON DELETE CASCADE,
	"unlock_id" INTEGER DEFAULT(0) REFERENCES unlock(id) ON DELETE CASCADE,
	"restype_id" INTEGER DEFAULT(0) REFERENCES damagetype(id) ON DELETE CASCADE,
	"name" TEXT,
	"texture" TEXT DEFAULT('items/'),
	"script" TEXT,
	"category" INTEGER DEFAULT(0),
	"cost" INTEGER DEFAULT(0),
	"tradable" INTEGER DEFAULT(1),
	"level" INTEGER DEFAULT(0),
	"maxlevel" INTEGER DEFAULT(20),
	"duration" REAL DEFAULT(0.0),
	"target_alive" INTEGER DEFAULT(1),
	"mindamage" INTEGER DEFAULT(0),
	"maxdamage" INTEGER DEFAULT(0),
	"armor" INTEGER DEFAULT(0),
	"block" INTEGER DEFAULT(0),
	"pierce" INTEGER DEFAULT(0),
	"res" INTEGER DEFAULT (0),
	"maxhealth" INTEGER DEFAULT(0),
	"maxmana" INTEGER DEFAULT(0),
	"healthregen" INTEGER DEFAULT(0),
	"manaregen" INTEGER DEFAULT(0),
	"battlespeed" INTEGER DEFAULT(0),
	"movespeed" INTEGER DEFAULT(0),
	"gold_bonus" INTEGER DEFAULT(0),
	"exp_bonus" INTEGER DEFAULT(0),
	"chance" INTEGER DEFAULT(0),
	"spellproc" INTEGER DEFAULT(0)
, "allskills" INTEGER DEFAULT(0), "alt_texture" TEXT, "evasion" INTEGER DEFAULT(0), cooldown REAL DEFAULT(0));
INSERT INTO item VALUES(0,0,0,0,0,0,0,'None','','',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(1,1,2,2,2,0,0,'Attack','textures/skills/attack.png','Skill_Attack',2,50,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(2,1,0,1,2,0,0,'Flee','textures/skills/flee.png','Skill_Flee',4,75,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(3,1,5,2,2,0,0,'Spark','textures/skills/spark.png','Skill_Spark',3,150,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,1.0);
INSERT INTO item VALUES(4,1,0,3,3,0,0,'Heal','textures/skills/heal.png','Skill_Heal',3,350,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,2.0);
INSERT INTO item VALUES(5,1,0,0,0,0,0,'Toughness','textures/skills/toughness.png','Skill_Toughness',1,500,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(6,1,0,0,0,0,0,'Arcane Mastery','textures/skills/arcanemastery.png','Skill_ArcaneMastery',1,600,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(7,1,0,2,2,0,0,'Shield Bash','textures/skills/shield_bash.png','Skill_ShieldBash',2,100,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,5.0);
INSERT INTO item VALUES(8,1,0,6,2,0,0,'Whirlwind','textures/skills/whirlwind.png','Skill_Whirlwind',2,2000,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,5.0);
INSERT INTO item VALUES(9,1,3,4,2,0,0,'Fire Blast','textures/skills/fireblast.png','Skill_FireBlast',3,750,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,5.0);
INSERT INTO item VALUES(10,1,2,2,2,0,0,'Gash','textures/skills/gash.png','Skill_Gash',2,250,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(11,1,0,0,0,0,0,'Evasion','textures/skills/evasion.png','Skill_Evasion',1,750,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(12,1,0,2,2,0,0,'Pickpocket','textures/skills/pickpocket.png','Skill_Pickpocket',4,400,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(13,1,0,1,2,0,0,'Parry','textures/skills/parry.png','Skill_Parry',4,325,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(14,1,0,4,2,0,0,'Taunt','textures/skills/taunt.png','Skill_Taunt',4,800,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,5.0);
INSERT INTO item VALUES(15,1,3,2,2,0,0,'Ignite','textures/skills/ignite.png','Skill_Ignite',3,500,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,2.0);
INSERT INTO item VALUES(16,1,2,2,2,0,0,'Backstab','textures/skills/backstab.png','Skill_Backstab',2,500,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(17,1,0,3,3,0,0,'Resurrect','textures/skills/resurrect.png','Skill_Resurrect',3,1000,0,0,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,5.0);
INSERT INTO item VALUES(18,1,0,3,3,0,0,'Rejuvenation','textures/skills/rejuvenation.png','Skill_Rejuvenation',3,200,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,2.0);
INSERT INTO item VALUES(19,1,4,2,2,0,0,'Icicle','textures/skills/icicle.png','Skill_Icicle',3,175,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,1.0);
INSERT INTO item VALUES(20,1,2,2,2,0,0,'Fury','textures/skills/fury.png','Skill_Fury',2,1200,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(21,1,0,1,2,0,0,'Demonic Conjuring','textures/skills/demonic_conjuring.png','Skill_DemonicConjuring',3,400,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,5.0);
INSERT INTO item VALUES(22,1,0,4,2,0,0,'Enfeeble','textures/skills/enfeeble.png','Skill_Enfeeble',3,200,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,1.0);
INSERT INTO item VALUES(23,1,2,4,2,0,0,'Cleave','textures/skills/cleave.png','Skill_Cleave',2,750,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(24,1,0,0,1,0,0,'Hunt','textures/skills/hunt.png','Skill_Hunt',4,500,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,5.0);
INSERT INTO item VALUES(25,1,0,0,1,0,0,'Bounty Hunt','textures/skills/bounty_hunt.png','Skill_BountyHunt',4,100,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(26,1,0,1,1,0,0,'Light','textures/skills/light.png','Skill_Light',3,300,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,1.0);
INSERT INTO item VALUES(27,1,0,0,0,0,0,'Energy Field','textures/skills/energy_field.png','Skill_EnergyField',1,900,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(28,1,2,4,2,0,0,'Blade Dance','textures/skills/blade_dance.png','Skill_BladeDance',2,900,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,5.0);
INSERT INTO item VALUES(29,1,0,3,3,0,0,'Magic Barrier','textures/skills/magic_barrier.png','Skill_MagicBarrier',3,500,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,2.5);
INSERT INTO item VALUES(30,1,4,4,2,0,0,'Ice Nova','textures/skills/ice_nova.png','Skill_IceNova',3,750,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,5.0);
INSERT INTO item VALUES(31,1,0,0,0,0,0,'Fire Mastery','textures/skills/fire_mastery.png','Skill_FireMastery',1,1500,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(32,1,0,0,0,0,0,'Cold Mastery','textures/skills/cold_mastery.png','Skill_ColdMastery',1,1500,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(33,1,0,0,0,0,0,'Lightning Mastery','textures/skills/lightning_mastery.png','Skill_LightningMastery',1,1500,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(34,1,0,0,0,0,0,'Bleed Mastery','textures/skills/bleed_mastery.png','Skill_BleedMastery',1,1500,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(35,1,0,0,0,0,0,'Physical Mastery','textures/skills/physical_mastery.png','Skill_PhysicalMastery',1,1500,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(36,1,0,0,0,0,0,'Heal Mastery','textures/skills/heal_mastery.png','Skill_HealMastery',1,1500,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(37,1,0,0,0,0,0,'Poison Mastery','textures/skills/poison_mastery.png','Skill_PoisonMastery',1,1500,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(38,1,0,1,1,0,0,'Portal','textures/skills/portal.png','Skill_Portal',3,450,0,0,20,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,1.0);
INSERT INTO item VALUES(39,1,0,2,2,0,0,'Raise Dead','textures/skills/raise_dead.png','Skill_RaiseDead',3,300,0,0,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,5.0);
INSERT INTO item VALUES(40,1,0,0,0,0,0,'Pet Mastery','textures/skills/pet_mastery.png','Skill_PetMastery',1,1500,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(41,1,5,4,2,0,0,'Chain Lightning','textures/skills/chain_lightning.png','Skill_ChainLightning',3,750,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,5.0);
INSERT INTO item VALUES(42,1,6,9,2,0,0,'Rupture','textures/skills/rupture.png','Skill_Rupture',3,1150,0,0,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,5.0);
INSERT INTO item VALUES(43,1,0,5,3,0,0,'Sanctuary','textures/skills/sanctuary.png','Skill_Sanctuary',3,1800,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,10.0);
INSERT INTO item VALUES(44,1,0,4,2,0,0,'Flay','textures/skills/flay.png','Skill_Flay',3,2500,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,5.0);
INSERT INTO item VALUES(45,1,6,2,2,0,0,'Poison Touch','textures/skills/poison_touch.png','Skill_PoisonTouch',3,225,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,1.0);
INSERT INTO item VALUES(46,1,0,2,2,0,0,'Fracture','textures/skills/fracture.png','Skill_Fracture',3,650,0,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,5.0);
INSERT INTO item VALUES(47,1,0,0,0,0,0,'','','',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(48,1,0,0,0,0,0,'','','',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(49,1,0,0,0,0,0,'','','',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(50,1,0,0,0,0,0,'','','',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(51,1,2,2,2,0,0,'Monster Attack','textures/skills/monster_attack.png','Skill_MonsterAttack',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(52,1,2,2,2,0,0,'Spider Bite','textures/skills/spider_bite.png','Skill_SpiderBite',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(53,1,2,2,2,0,0,'Fang Bite','textures/skills/fang_bite.png','Skill_FangBite',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(54,1,2,6,2,0,0,'Swoop','textures/skills/swoop.png','Skill_Swoop',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(55,1,2,2,2,0,0,'Crow Attack','textures/skills/crow_attack.png','Skill_CrowAttack',0,0,0,0,10,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
